case_id,econ_conditions_country,employment_status,household_income,age_category,education,gender,region,housing_status
202502847,Poor,Working part-time,"$75,000 to $99,999",25-34,Some college or Associate's degree,Female,West,Pay rent
202500553,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202503534,Good,Not working,"$25,000 to $49,999",18-24,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202502420,Only fair,Working part-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503939,Good,Working full-time,"$50,000 to $74,999",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202504469,Poor,Working full-time,"$50,000 to $74,999",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202500352,Only fair,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Male,Northeast,Neither own nor pay rent
202500191,Good,Working part-time,"Less than $10,000",55-64,No high school diploma or GED,Male,South,Pay rent
202504786,Only fair,Working full-time,"$25,000 to $49,999",45-54,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202504446,Only fair,Working full-time,"$75,000 to $99,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202500858,Good,Working full-time,"$50,000 to $74,999",45-54,No high school diploma or GED,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202506744,Poor,Working part-time,"$25,000 to $49,999",65-74,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202505702,Good,Working part-time,"$25,000 to $49,999",65-74,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202501640,Only fair,Working full-time,"$50,000 to $74,999",45-54,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202502635,Good,Not working,"Less than $10,000",35-44,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202503875,Only fair,Working full-time,"$50,000 to $74,999",25-34,Some college or Associate's degree,Male,Midwest,Pay rent
202502691,Only fair,Working full-time,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202501223,Poor,Working full-time,"$150,000 or more",55-64,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202503161,Good,Working part-time,"$50,000 to $74,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202501531,Only fair,Working full-time,"$50,000 to $74,999",45-54,Bachelor's degree or higher,Male,South,Pay rent
202504315,Good,Working full-time,"$100,000 to $149,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202503397,Good,Working part-time,"$50,000 to $74,999",25-34,No high school diploma or GED,Female,South,Pay rent
202506555,Poor,Working full-time,"$10,000 to $24,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202506142,Only fair,Working full-time,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202503846,Good,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home free and clear (without a mortgage or loan)
202500855,Poor,Working full-time,"$25,000 to $49,999",55-64,Some college or Associate's degree,Female,Northeast,Pay rent
202500129,Good,Working part-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202501234,Only fair,Working part-time,"$25,000 to $49,999",35-44,Bachelor's degree or higher,Female,Midwest,Pay rent
202501345,Only fair,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501913,Poor,Working part-time,"$50,000 to $74,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
202500767,Only fair,Working part-time,"Less than $10,000",35-44,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202506039,Poor,Not working,"Less than $10,000",25-34,Some college or Associate's degree,Female,West,Pay rent
202500666,Good,Not working,"Less than $10,000",25-34,No high school diploma or GED,Female,South,Pay rent
202502853,Only fair,Working part-time,"$10,000 to $24,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,West,Pay rent
202504263,Poor,Not working,"Less than $10,000",35-44,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Neither own nor pay rent
202502074,Good,Not working,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202500244,Only fair,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,South,Neither own nor pay rent
202504017,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202502120,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202504815,Good,Not working,"$25,000 to $49,999",35-44,Bachelor's degree or higher,Female,Northeast,Pay rent
202506059,Poor,Working full-time,"$75,000 to $99,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202504223,Good,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202503720,Only fair,Working part-time,"$25,000 to $49,999",35-44,No high school diploma or GED,Female,South,Pay rent
202506214,Only fair,Not working,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202503612,Poor,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202502636,Only fair,Not working,"$25,000 to $49,999",65-74,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202500401,Only fair,Working part-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503492,Poor,Working full-time,"$50,000 to $74,999",25-34,No high school diploma or GED,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202506706,Excellent,Working part-time,"Less than $10,000",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202504499,Poor,Not working,"$10,000 to $24,999",25-34,No high school diploma or GED,Male,South,Own your home free and clear (without a mortgage or loan)
202506348,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202500789,Poor,Working part-time,"$25,000 to $49,999",18-24,Some college or Associate's degree,Female,West,Pay rent
202501619,Only fair,Not working,"$25,000 to $49,999",35-44,Some college or Associate's degree,Female,South,Pay rent
202501686,Only fair,Working part-time,"$75,000 to $99,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202502599,Good,Not working,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202501787,Only fair,Not working,"$150,000 or more",65-74,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202501584,Only fair,Working part-time,"$150,000 or more",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home free and clear (without a mortgage or loan)
202506772,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,Northeast,Pay rent
202503695,Poor,Not working,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,West,Pay rent
202505380,Poor,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501487,Only fair,Working part-time,"$150,000 or more",55-64,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202505183,Poor,Not working,"Less than $10,000",55-64,Some college or Associate's degree,Female,Midwest,Pay rent
202501402,Poor,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,Northeast,Pay rent
202500252,Only fair,Not working,"$100,000 to $149,999",45-54,Some college or Associate's degree,Female,Midwest,Own your home free and clear (without a mortgage or loan)
202503436,Good,Working part-time,"$50,000 to $74,999",65-74,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202502680,Poor,Working full-time,"$75,000 to $99,999",35-44,Some college or Associate's degree,Male,Midwest,Pay rent
202503936,Only fair,Not working,"$10,000 to $24,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202500629,Only fair,Not working,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Pay rent
202504097,Only fair,Not working,"Less than $10,000",25-34,Some college or Associate's degree,Female,Midwest,Neither own nor pay rent
202501576,Poor,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,South,Pay rent
202502203,Poor,Working part-time,"$25,000 to $49,999",18-24,Some college or Associate's degree,Female,South,Pay rent
202501575,Only fair,Working full-time,"$50,000 to $74,999",25-34,No high school diploma or GED,Female,Northeast,Pay rent
202502270,Only fair,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202502122,Poor,Working part-time,"$25,000 to $49,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202501768,Only fair,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
202501200,Only fair,Not working,"$10,000 to $24,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202505240,Poor,Working full-time,"$10,000 to $24,999",35-44,Bachelor's degree or higher,Female,South,Pay rent
202503257,Only fair,Not working,"$150,000 or more",65-74,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501629,Only fair,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202504196,Poor,Not working,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202505344,Poor,Not working,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202500832,Only fair,Not working,"$50,000 to $74,999",65-74,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202501547,Poor,Working part-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202503513,Only fair,Not working,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202503327,Good,Not working,"Less than $10,000",55-64,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
